Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Rolling Stdev (30 Minute),10/12/2014 7:07,1.16,1.12,6.65,12.47,3.43,0.39,2.03,0
Rolling Stdev (30 Minute),10/12/2014 7:08,1.15,1.15,6.64,12.60,3.39,0.39,2.08,0
Rolling Stdev (30 Minute),10/12/2014 7:09,1.14,1.15,6.78,12.50,3.48,0.40,2.09,0
Rolling Stdev (30 Minute),10/12/2014 7:10,1.15,1.15,6.77,12.53,3.48,0.40,2.08,0
Rolling Stdev (30 Minute),10/12/2014 7:11,1.21,1.10,6.60,12.27,3.50,0.39,2.00,0
Rolling Stdev (30 Minute),10/12/2014 7:12,1.21,1.10,6.61,12.28,3.47,0.39,2.01,0
Rolling Stdev (30 Minute),10/12/2014 7:13,1.21,1.09,6.80,12.73,3.50,0.41,1.97,0
Rolling Stdev (30 Minute),10/12/2014 7:14,1.22,1.12,7.05,12.82,3.61,0.42,2.04,0
Rolling Stdev (30 Minute),10/12/2014 7:15,1.26,1.12,7.05,13.12,3.63,0.41,2.03,0
Rolling Stdev (30 Minute),10/12/2014 7:16,1.23,1.13,7.14,12.63,3.53,0.41,2.06,0
Rolling Stdev (30 Minute),10/12/2014 7:17,1.23,1.12,7.30,12.67,3.50,0.41,2.04,0
Rolling Stdev (30 Minute),10/12/2014 7:18,1.25,1.10,7.23,12.48,3.50,0.41,2.01,0
Rolling Stdev (30 Minute),10/12/2014 7:19,1.24,1.05,7.41,12.56,3.47,0.41,1.90,0
Rolling Stdev (30 Minute),10/12/2014 7:20,1.21,1.04,7.45,12.19,3.53,0.40,1.90,0
Rolling Stdev (30 Minute),10/12/2014 7:21,1.25,1.05,7.59,12.17,3.46,0.39,1.91,0
Rolling Stdev (30 Minute),10/12/2014 7:22,1.23,1.08,7.62,11.73,3.35,0.38,1.96,0
Rolling Stdev (30 Minute),10/12/2014 7:23,1.25,1.09,7.48,11.87,3.38,0.37,1.98,0
Rolling Stdev (30 Minute),10/12/2014 7:24,1.27,1.08,7.41,12.21,3.38,0.38,1.96,0
Rolling Stdev (30 Minute),10/12/2014 7:25,1.26,1.10,7.44,12.18,3.24,0.39,2.00,0
Rolling Stdev (30 Minute),10/12/2014 7:26,1.26,1.08,7.51,12.55,3.24,0.40,1.96,0
Rolling Stdev (30 Minute),10/12/2014 7:27,1.27,1.08,7.57,12.42,3.17,0.40,1.96,0
Rolling Stdev (30 Minute),10/12/2014 7:28,1.24,1.06,7.61,13.63,3.17,0.43,1.93,0
Rolling Stdev (30 Minute),10/12/2014 7:29,1.24,1.06,7.35,14.17,3.17,0.42,1.99,0
Rolling Stdev (30 Minute),10/12/2014 7:30,1.18,1.06,7.29,14.66,3.21,0.45,2.00,0
Rolling Stdev (30 Minute),10/12/2014 7:31,1.14,1.13,7.37,15.89,3.21,0.49,1.93,0
Rolling Stdev (30 Minute),10/12/2014 7:32,1.13,1.22,7.05,15.60,3.17,0.47,1.95,0
Rolling Stdev (30 Minute),10/12/2014 7:33,1.13,1.27,6.90,16.82,3.11,0.49,1.95,0
Rolling Stdev (30 Minute),10/12/2014 7:34,1.12,1.28,6.81,17.25,2.92,0.50,1.91,0
Rolling Stdev (30 Minute),10/12/2014 7:35,1.14,1.31,6.79,16.98,2.82,0.49,1.93,0
Rolling Stdev (30 Minute),10/12/2014 7:36,1.23,1.31,6.34,17.36,2.82,0.49,2.11,0
Rolling Stdev (30 Minute),10/12/2014 7:37,1.22,1.36,6.38,17.79,2.84,0.50,2.11,0
Rolling Stdev (30 Minute),10/12/2014 7:38,1.21,1.31,6.22,17.97,2.86,0.49,1.97,0
Rolling Stdev (30 Minute),10/12/2014 7:39,1.15,1.30,6.37,18.16,2.78,0.51,2.00,0
Rolling Stdev (30 Minute),10/12/2014 7:40,1.22,1.29,6.46,18.29,2.67,0.52,2.12,0
Rolling Stdev (30 Minute),10/12/2014 7:41,1.21,1.32,6.29,18.71,2.70,0.52,2.15,0
Rolling Stdev (30 Minute),10/12/2014 7:42,1.22,1.35,6.44,19.02,2.78,0.53,2.20,0
Rolling Stdev (30 Minute),10/12/2014 7:43,1.22,1.38,5.81,18.55,2.68,0.50,2.21,0
Rolling Stdev (30 Minute),10/12/2014 7:44,1.19,1.38,4.98,18.47,2.42,0.47,2.19,0
Rolling Stdev (30 Minute),10/12/2014 7:45,1.09,1.37,4.99,17.96,2.42,0.46,2.19,0
Rolling Stdev (30 Minute),10/12/2014 7:46,1.13,1.33,4.26,17.24,2.37,0.42,2.26,0
Rolling Stdev (30 Minute),10/12/2014 7:47,1.13,1.33,4.28,16.48,2.39,0.41,2.25,0
Rolling Stdev (30 Minute),10/12/2014 7:48,1.12,1.36,4.21,15.76,2.24,0.39,2.25,0
Rolling Stdev (30 Minute),10/12/2014 7:49,1.17,1.41,4.31,14.70,1.99,0.38,2.35,0
Rolling Stdev (30 Minute),10/12/2014 7:50,1.17,1.41,4.33,14.37,1.98,0.37,2.35,0
Rolling Stdev (30 Minute),10/12/2014 7:51,1.19,1.35,4.34,12.09,1.96,0.34,2.31,0
Rolling Stdev (30 Minute),10/12/2014 7:52,1.20,1.29,4.36,11.71,2.00,0.34,2.25,0
Rolling Stdev (30 Minute),10/12/2014 7:53,1.22,1.23,3.88,11.37,2.00,0.31,2.19,0
Rolling Stdev (30 Minute),10/12/2014 7:54,1.17,1.18,3.89,11.26,1.54,0.31,2.09,0
Rolling Stdev (30 Minute),10/12/2014 7:55,1.17,1.11,3.20,7.44,1.35,0.20,1.97,0
Rolling Stdev (30 Minute),10/12/2014 7:56,1.04,1.07,3.20,7.38,1.28,0.19,1.90,0
Rolling Stdev (30 Minute),10/12/2014 7:57,0.89,0.87,3.20,5.71,1.17,0.17,1.62,0
Rolling Stdev (30 Minute),10/12/2014 7:58,0.89,0.87,3.22,5.85,1.14,0.17,1.62,0
Rolling Stdev (30 Minute),10/12/2014 7:59,0.92,0.85,3.22,6.01,1.11,0.18,1.68,0
Rolling Stdev (30 Minute),10/12/2014 8:00,0.93,0.84,3.22,6.13,1.11,0.19,1.68,0
Rolling Stdev (30 Minute),10/12/2014 8:01,0.89,0.83,3.22,6.07,1.11,0.18,1.62,0
Rolling Stdev (30 Minute),10/12/2014 8:02,0.91,0.84,3.36,5.88,1.14,0.19,1.65,0
Rolling Stdev (30 Minute),10/12/2014 8:03,0.91,0.84,3.44,5.66,1.12,0.19,1.66,0
Rolling Stdev (30 Minute),10/12/2014 8:04,0.92,0.90,3.47,5.61,1.10,0.19,1.68,0
Rolling Stdev (30 Minute),10/12/2014 8:05,0.97,0.92,3.45,5.72,1.09,0.19,1.77,0
Rolling Stdev (30 Minute),10/12/2014 8:06,0.95,0.92,3.41,5.88,1.07,0.19,1.73,0
Rolling Stdev (30 Minute),10/12/2014 8:07,0.93,0.92,3.42,5.87,1.07,0.19,1.69,0
Rolling Stdev (30 Minute),10/12/2014 8:08,0.91,0.92,3.41,5.90,1.10,0.19,1.66,0
Rolling Stdev (30 Minute),10/12/2014 8:09,0.92,0.90,3.36,6.05,1.11,0.19,1.67,0
Rolling Stdev (30 Minute),10/12/2014 8:10,0.91,0.92,3.34,5.93,1.07,0.19,1.65,0
Rolling Stdev (30 Minute),10/12/2014 8:11,0.96,1.08,3.45,6.03,1.07,0.19,1.74,0
Rolling Stdev (30 Minute),10/12/2014 8:12,1.08,1.11,3.40,6.41,1.58,0.20,1.84,0
Rolling Stdev (30 Minute),10/12/2014 8:13,1.20,1.16,3.40,10.16,2.06,0.26,1.98,0
Rolling Stdev (30 Minute),10/12/2014 8:14,1.21,1.16,3.85,10.23,2.06,0.28,1.98,0
Rolling Stdev (30 Minute),10/12/2014 8:15,1.28,1.30,4.09,12.75,2.09,0.35,2.27,0
Rolling Stdev (30 Minute),10/12/2014 8:16,1.25,1.30,4.38,14.75,2.09,0.40,2.21,0
Rolling Stdev (30 Minute),10/12/2014 8:17,1.26,1.33,4.36,14.98,2.06,0.40,2.27,0
Rolling Stdev (30 Minute),10/12/2014 8:18,1.35,1.36,4.26,16.54,2.17,0.43,2.41,0
Rolling Stdev (30 Minute),10/12/2014 8:19,1.34,1.38,4.66,17.56,2.22,0.47,2.50,0
Rolling Stdev (30 Minute),10/12/2014 8:20,1.34,1.39,4.65,18.53,2.53,0.49,2.56,0
Rolling Stdev (30 Minute),10/12/2014 8:21,1.38,1.39,4.68,19.04,2.87,0.50,2.53,0
Rolling Stdev (30 Minute),10/12/2014 8:22,1.34,1.35,5.04,19.97,2.92,0.53,2.46,0
Rolling Stdev (30 Minute),10/12/2014 8:23,1.30,1.33,5.65,20.25,3.01,0.55,2.41,0
Rolling Stdev (30 Minute),10/12/2014 8:24,1.30,1.41,5.59,20.38,3.01,0.55,2.57,0
Rolling Stdev (30 Minute),10/12/2014 8:25,1.30,1.34,5.90,20.38,2.99,0.56,2.56,0
Rolling Stdev (30 Minute),10/12/2014 8:26,1.30,1.29,5.92,20.19,3.01,0.55,2.56,0
Rolling Stdev (30 Minute),10/12/2014 8:27,1.28,1.20,5.88,19.91,3.02,0.55,2.46,0
Rolling Stdev (30 Minute),10/12/2014 8:28,1.38,1.25,6.17,20.46,2.99,0.57,2.57,0
Rolling Stdev (30 Minute),10/12/2014 8:29,1.35,1.30,6.14,20.24,3.03,0.56,2.56,0
Rolling Stdev (30 Minute),10/12/2014 8:30,1.35,1.33,6.46,19.55,3.08,0.55,2.64,0
Rolling Stdev (30 Minute),10/12/2014 8:31,1.32,1.31,6.41,19.12,3.06,0.53,2.61,0
Rolling Stdev (30 Minute),10/12/2014 8:32,1.29,1.30,6.50,18.90,3.06,0.53,2.49,0
Rolling Stdev (30 Minute),10/12/2014 8:33,1.31,1.25,6.48,18.58,3.16,0.52,2.49,0
Rolling Stdev (30 Minute),10/12/2014 8:34,1.24,1.28,6.55,18.59,3.15,0.52,2.41,0
Rolling Stdev (30 Minute),10/12/2014 8:35,1.30,1.30,6.41,17.85,3.15,0.49,2.45,0
Rolling Stdev (30 Minute),10/12/2014 8:36,1.29,1.31,6.21,16.80,3.13,0.46,2.47,0
Rolling Stdev (30 Minute),10/12/2014 8:37,1.25,1.30,6.00,16.41,3.12,0.43,2.36,0
Rolling Stdev (30 Minute),10/12/2014 8:38,1.19,1.33,5.58,15.71,3.05,0.39,2.31,0
Rolling Stdev (30 Minute),10/12/2014 8:39,1.13,1.33,5.66,15.23,2.95,0.38,2.19,0
Rolling Stdev (30 Minute),10/12/2014 8:40,1.15,1.22,5.41,13.82,2.88,0.33,2.17,0
Rolling Stdev (30 Minute),10/12/2014 8:41,1.17,1.22,5.64,12.02,2.83,0.31,2.22,0
Rolling Stdev (30 Minute),10/12/2014 8:42,1.20,1.25,5.80,11.17,2.81,0.29,2.26,0
Rolling Stdev (30 Minute),10/12/2014 8:43,1.17,1.27,5.85,11.57,2.77,0.29,2.30,0
Rolling Stdev (30 Minute),10/12/2014 8:44,1.17,1.24,5.93,10.85,2.77,0.29,2.25,0
Rolling Stdev (30 Minute),10/12/2014 8:45,1.15,1.19,6.19,11.61,2.81,0.33,2.17,0
Rolling Stdev (30 Minute),10/12/2014 8:46,1.14,1.21,6.19,12.00,2.75,0.33,2.20,0
Rolling Stdev (30 Minute),10/12/2014 8:47,1.19,1.24,6.15,11.73,2.83,0.32,2.26,0
Rolling Stdev (30 Minute),10/12/2014 8:48,1.16,1.26,6.11,11.98,2.85,0.32,2.29,0
Rolling Stdev (30 Minute),10/12/2014 8:49,1.16,1.28,6.12,11.94,2.85,0.32,2.32,0
Rolling Stdev (30 Minute),10/12/2014 8:50,1.18,1.27,6.15,11.90,2.74,0.32,2.31,0
Rolling Stdev (30 Minute),10/12/2014 8:51,1.15,1.27,5.99,12.22,2.52,0.33,2.32,0
Rolling Stdev (30 Minute),10/12/2014 8:52,1.16,1.30,6.12,11.98,2.55,0.33,2.37,0
Rolling Stdev (30 Minute),10/12/2014 8:53,1.18,1.27,6.05,12.56,2.66,0.33,2.32,0
Rolling Stdev (30 Minute),10/12/2014 8:54,1.16,1.27,5.95,12.81,2.75,0.33,2.31,0
Rolling Stdev (30 Minute),10/12/2014 8:55,1.12,1.27,5.98,13.23,2.77,0.32,2.30,0
Rolling Stdev (30 Minute),10/12/2014 8:56,1.13,1.28,5.85,13.20,2.75,0.32,2.32,0
Rolling Stdev (30 Minute),10/12/2014 8:57,1.12,1.28,5.74,13.17,2.80,0.32,2.33,0
Rolling Stdev (30 Minute),10/12/2014 8:58,1.10,1.26,5.86,13.31,2.81,0.33,2.28,0
Rolling Stdev (30 Minute),10/12/2014 8:59,1.10,1.23,6.02,13.25,2.88,0.33,2.24,0
Rolling Stdev (30 Minute),10/12/2014 9:00,1.12,1.21,5.98,13.30,2.88,0.34,2.20,0
Rolling Stdev (30 Minute),10/12/2014 9:01,1.17,1.15,5.98,13.68,2.88,0.35,2.10,0
Rolling Stdev (30 Minute),10/12/2014 9:02,1.18,1.15,6.11,13.72,2.90,0.35,2.09,0
Rolling Stdev (30 Minute),10/12/2014 9:03,1.14,1.13,6.13,13.61,3.02,0.35,2.05,0
Rolling Stdev (30 Minute),10/12/2014 9:04,1.12,1.11,5.83,13.27,3.02,0.35,2.01,0
Rolling Stdev (30 Minute),10/12/2014 9:05,1.12,1.14,5.76,13.39,3.04,0.35,2.08,0
Rolling Stdev (30 Minute),10/12/2014 9:06,1.13,1.12,6.11,13.26,3.13,0.34,2.04,0
Rolling Stdev (30 Minute),10/12/2014 9:07,1.11,1.13,6.02,12.94,3.18,0.34,2.05,0
Rolling Stdev (30 Minute),10/12/2014 9:08,1.11,1.06,6.08,13.01,3.16,0.34,1.94,0
Rolling Stdev (30 Minute),10/12/2014 9:09,1.11,1.10,6.01,12.96,3.18,0.34,2.01,0
Rolling Stdev (30 Minute),10/12/2014 9:10,1.06,1.12,6.02,12.70,3.31,0.34,2.03,0
Rolling Stdev (30 Minute),10/12/2014 9:11,1.05,1.08,5.87,12.01,3.38,0.32,1.96,0
Rolling Stdev (30 Minute),10/12/2014 9:12,1.06,1.09,5.75,11.93,3.38,0.31,1.98,0
Rolling Stdev (30 Minute),10/12/2014 9:13,1.05,1.10,6.00,11.79,3.32,0.32,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:14,1.05,1.14,6.15,11.90,3.36,0.31,2.08,0
Rolling Stdev (30 Minute),10/12/2014 9:15,1.06,1.14,5.88,11.70,3.41,0.28,2.08,0
Rolling Stdev (30 Minute),10/12/2014 9:16,1.08,1.10,5.88,11.41,3.46,0.28,2.01,0
Rolling Stdev (30 Minute),10/12/2014 9:17,1.01,1.10,6.09,11.73,3.38,0.31,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:18,1.03,1.09,6.20,11.77,3.38,0.31,1.98,0
Rolling Stdev (30 Minute),10/12/2014 9:19,1.05,1.04,6.29,12.16,3.38,0.31,1.90,0
Rolling Stdev (30 Minute),10/12/2014 9:20,1.06,1.04,6.25,12.50,3.36,0.31,1.90,0
Rolling Stdev (30 Minute),10/12/2014 9:21,1.07,1.05,6.06,12.31,3.37,0.30,1.90,0
Rolling Stdev (30 Minute),10/12/2014 9:22,1.08,1.05,6.07,12.33,3.28,0.30,1.90,0
Rolling Stdev (30 Minute),10/12/2014 9:23,1.07,1.04,6.11,12.33,3.21,0.31,1.90,0
Rolling Stdev (30 Minute),10/12/2014 9:24,1.07,1.08,6.12,12.13,3.12,0.31,1.97,0
Rolling Stdev (30 Minute),10/12/2014 9:25,1.13,1.10,6.16,11.99,3.22,0.31,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:26,1.13,1.09,6.11,12.01,3.33,0.31,1.98,0
Rolling Stdev (30 Minute),10/12/2014 9:27,1.15,1.08,6.27,12.00,3.32,0.32,1.96,0
Rolling Stdev (30 Minute),10/12/2014 9:28,1.13,1.10,6.23,11.47,3.42,0.30,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:29,1.13,1.11,6.18,11.41,3.42,0.30,2.02,0
Rolling Stdev (30 Minute),10/12/2014 9:30,1.15,1.10,6.10,11.52,3.33,0.30,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:31,1.11,1.10,6.18,11.11,3.42,0.29,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:32,1.12,1.13,6.30,11.11,3.56,0.29,2.05,0
Rolling Stdev (30 Minute),10/12/2014 9:33,1.15,1.13,6.27,10.68,3.44,0.29,2.05,0
Rolling Stdev (30 Minute),10/12/2014 9:34,1.16,1.13,6.32,10.89,3.46,0.30,2.06,0
Rolling Stdev (30 Minute),10/12/2014 9:35,1.13,1.07,6.34,10.67,3.44,0.30,1.95,0
Rolling Stdev (30 Minute),10/12/2014 9:36,1.13,1.03,5.94,10.50,3.37,0.30,1.87,0
Rolling Stdev (30 Minute),10/12/2014 9:37,1.17,1.08,6.33,10.52,3.34,0.32,1.96,0
Rolling Stdev (30 Minute),10/12/2014 9:38,1.19,1.10,6.31,10.42,3.37,0.32,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:39,1.19,1.03,6.32,10.27,3.37,0.31,1.87,0
Rolling Stdev (30 Minute),10/12/2014 9:40,1.24,1.00,6.29,10.82,3.27,0.32,1.81,0
Rolling Stdev (30 Minute),10/12/2014 9:41,1.26,1.01,6.34,10.92,3.36,0.32,1.84,0
Rolling Stdev (30 Minute),10/12/2014 9:42,1.22,1.03,6.39,10.96,3.38,0.32,1.88,0
Rolling Stdev (30 Minute),10/12/2014 9:43,1.22,1.03,6.18,11.28,3.38,0.30,1.88,0
Rolling Stdev (30 Minute),10/12/2014 9:44,1.26,1.03,5.91,11.08,3.38,0.31,1.88,0
Rolling Stdev (30 Minute),10/12/2014 9:45,1.30,1.07,6.06,11.22,3.25,0.33,1.94,0
Rolling Stdev (30 Minute),10/12/2014 9:46,1.29,1.07,6.22,11.62,3.21,0.34,1.95,0
Rolling Stdev (30 Minute),10/12/2014 9:47,1.30,1.04,5.79,12.10,3.22,0.32,1.88,0
Rolling Stdev (30 Minute),10/12/2014 9:48,1.27,1.03,6.12,11.88,3.21,0.34,1.87,0
Rolling Stdev (30 Minute),10/12/2014 9:49,1.26,1.05,6.12,11.49,3.23,0.34,1.91,0
Rolling Stdev (30 Minute),10/12/2014 9:50,1.26,1.05,6.17,11.31,3.30,0.35,1.91,0
Rolling Stdev (30 Minute),10/12/2014 9:51,1.25,1.10,6.30,11.37,3.38,0.35,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:52,1.21,1.10,6.25,11.40,3.44,0.34,2.00,0
Rolling Stdev (30 Minute),10/12/2014 9:53,1.21,1.09,6.15,10.98,3.37,0.32,1.97,0
Rolling Stdev (30 Minute),10/12/2014 9:54,1.16,1.02,6.16,11.46,3.36,0.32,1.86,0
Rolling Stdev (30 Minute),10/12/2014 9:55,1.19,1.03,6.06,11.15,3.25,0.32,1.87,0
Rolling Stdev (30 Minute),10/12/2014 9:56,1.16,1.03,6.14,11.15,3.16,0.32,1.87,0
Rolling Stdev (30 Minute),10/12/2014 9:57,1.16,1.07,6.26,11.77,3.13,0.31,1.95,0
Rolling Stdev (30 Minute),10/12/2014 9:58,1.17,1.12,6.33,12.27,2.97,0.33,2.03,0
Rolling Stdev (30 Minute),10/12/2014 9:59,1.18,1.14,6.23,12.40,3.05,0.33,2.07,0
Rolling Stdev (30 Minute),10/12/2014 10:00,1.23,1.14,6.33,12.31,3.04,0.32,2.08,0
Rolling Stdev (30 Minute),10/12/2014 10:01,1.27,1.16,6.32,12.24,2.88,0.32,2.11,0
Rolling Stdev (30 Minute),10/12/2014 10:02,1.29,1.12,6.09,12.28,2.91,0.31,2.04,0
Rolling Stdev (30 Minute),10/12/2014 10:03,1.29,1.13,6.19,12.26,2.86,0.31,2.06,0
Rolling Stdev (30 Minute),10/12/2014 10:04,1.29,1.14,6.27,12.16,2.86,0.31,2.07,0
Rolling Stdev (30 Minute),10/12/2014 10:05,1.33,1.16,6.27,12.19,2.84,0.32,2.10,0
Rolling Stdev (30 Minute),10/12/2014 10:06,1.36,1.19,6.51,12.35,2.78,0.31,2.17,0
Rolling Stdev (30 Minute),10/12/2014 10:07,1.34,1.17,6.39,12.30,2.84,0.30,2.13,0
Rolling Stdev (30 Minute),10/12/2014 10:08,1.34,1.18,6.42,12.39,2.84,0.31,2.14,0
Rolling Stdev (30 Minute),10/12/2014 10:09,1.37,1.22,6.47,12.40,2.83,0.31,2.23,0
Rolling Stdev (30 Minute),10/12/2014 10:10,1.37,1.24,6.44,11.99,2.83,0.31,2.25,0
Rolling Stdev (30 Minute),10/12/2014 10:11,1.35,1.23,6.47,12.28,2.74,0.32,2.24,0
Rolling Stdev (30 Minute),10/12/2014 10:12,1.35,1.25,6.47,12.18,2.66,0.32,2.28,0
Rolling Stdev (30 Minute),10/12/2014 10:13,1.36,1.27,6.30,11.99,2.60,0.32,2.30,0
Rolling Stdev (30 Minute),10/12/2014 10:14,1.34,1.27,6.32,12.09,2.63,0.33,2.30,0
Rolling Stdev (30 Minute),10/12/2014 10:15,1.31,1.28,6.38,11.88,2.69,0.32,2.34,0
Rolling Stdev (30 Minute),10/12/2014 10:16,1.33,1.29,6.24,11.32,2.66,0.30,2.35,0
Rolling Stdev (30 Minute),10/12/2014 10:17,1.35,1.29,6.24,10.90,2.69,0.29,2.34,0
Rolling Stdev (30 Minute),10/12/2014 10:18,1.35,1.30,5.81,11.33,2.82,0.28,2.36,0
Rolling Stdev (30 Minute),10/12/2014 10:19,1.34,1.23,5.80,11.29,2.87,0.28,2.24,0
Rolling Stdev (30 Minute),10/12/2014 10:20,1.35,1.25,5.85,11.67,2.82,0.29,2.28,0
Rolling Stdev (30 Minute),10/12/2014 10:21,1.35,1.23,5.77,11.63,2.76,0.29,2.23,0
Rolling Stdev (30 Minute),10/12/2014 10:22,1.34,1.24,5.79,11.65,2.68,0.29,2.26,0
Rolling Stdev (30 Minute),10/12/2014 10:23,1.34,1.26,5.76,12.00,2.72,0.30,2.29,0
Rolling Stdev (30 Minute),10/12/2014 10:24,1.33,1.26,5.80,11.39,2.74,0.30,2.30,0
Rolling Stdev (30 Minute),10/12/2014 10:25,1.31,1.29,5.86,11.49,2.76,0.30,2.34,0
Rolling Stdev (30 Minute),10/12/2014 10:26,1.30,1.27,5.79,11.58,2.84,0.30,2.31,0
Rolling Stdev (30 Minute),10/12/2014 10:27,1.35,1.21,5.59,11.20,2.82,0.30,2.19,0
Rolling Stdev (30 Minute),10/12/2014 10:28,1.32,1.18,5.75,10.61,2.83,0.28,2.15,0
Rolling Stdev (30 Minute),10/12/2014 10:29,1.30,1.19,5.72,10.21,2.67,0.28,2.16,0
Rolling Stdev (30 Minute),10/12/2014 10:30,1.26,1.22,5.54,10.17,2.65,0.28,2.22,0
Rolling Stdev (30 Minute),10/12/2014 10:31,1.22,1.20,5.48,10.04,2.75,0.26,2.18,0
Rolling Stdev (30 Minute),10/12/2014 10:32,1.16,1.27,5.53,10.38,2.59,0.26,2.31,0
Rolling Stdev (30 Minute),10/12/2014 10:33,1.16,1.27,5.47,10.12,2.66,0.27,2.31,0
Rolling Stdev (30 Minute),10/12/2014 10:34,1.16,1.26,5.48,10.12,2.65,0.27,2.30,0
Rolling Stdev (30 Minute),10/12/2014 10:35,1.12,1.20,5.58,10.91,2.65,0.26,2.19,0
Rolling Stdev (30 Minute),10/12/2014 10:36,1.08,1.14,5.33,10.10,2.66,0.26,2.08,0
Rolling Stdev (30 Minute),10/12/2014 10:37,1.08,1.13,5.09,10.14,2.71,0.26,2.06,0
Rolling Stdev (30 Minute),10/12/2014 10:38,1.06,1.09,4.93,10.48,2.76,0.26,1.99,0
Rolling Stdev (30 Minute),10/12/2014 10:39,1.05,1.10,5.22,10.35,2.75,0.26,1.99,0
Rolling Stdev (30 Minute),10/12/2014 10:40,1.03,1.11,5.29,10.67,2.83,0.25,2.01,0
Rolling Stdev (30 Minute),10/12/2014 10:41,1.00,1.11,5.49,10.90,2.83,0.24,2.02,0
Rolling Stdev (30 Minute),10/12/2014 10:42,1.01,1.10,5.49,10.93,2.83,0.24,2.00,0
Rolling Stdev (30 Minute),10/12/2014 10:43,0.99,1.14,5.70,10.93,2.86,0.25,2.06,0
Rolling Stdev (30 Minute),10/12/2014 10:44,0.97,1.18,5.60,10.99,2.84,0.24,2.14,0
Rolling Stdev (30 Minute),10/12/2014 10:45,1.03,1.15,5.35,11.36,2.78,0.24,2.09,0
Rolling Stdev (30 Minute),10/12/2014 10:46,1.02,1.19,5.19,11.44,2.76,0.24,2.17,0
Rolling Stdev (30 Minute),10/12/2014 10:47,1.01,1.20,5.18,11.74,2.82,0.25,2.17,0
Rolling Stdev (30 Minute),10/12/2014 10:48,1.02,1.18,5.08,11.81,2.73,0.25,2.15,0
Rolling Stdev (30 Minute),10/12/2014 10:49,1.02,1.19,5.48,11.85,2.78,0.26,2.16,0
Rolling Stdev (30 Minute),10/12/2014 10:50,1.01,1.19,5.49,11.30,2.73,0.26,2.16,0
Rolling Stdev (30 Minute),10/12/2014 10:51,0.99,1.22,5.73,11.74,2.67,0.26,2.23,0
Rolling Stdev (30 Minute),10/12/2014 10:52,1.04,1.20,5.71,11.93,2.67,0.26,2.18,0
Rolling Stdev (30 Minute),10/12/2014 10:53,1.06,1.19,5.69,11.41,2.74,0.25,2.16,0
Rolling Stdev (30 Minute),10/12/2014 10:54,1.06,1.18,5.76,11.90,2.74,0.27,2.15,0
Rolling Stdev (30 Minute),10/12/2014 10:55,1.04,1.15,5.87,11.84,2.78,0.27,2.09,0
Rolling Stdev (30 Minute),10/12/2014 10:56,1.03,1.14,5.87,11.98,2.82,0.27,2.08,0
Rolling Stdev (30 Minute),10/12/2014 10:57,1.00,1.16,5.87,11.91,2.85,0.28,2.11,0
Rolling Stdev (30 Minute),10/12/2014 10:58,1.01,1.16,5.71,12.26,2.86,0.29,2.11,0
Rolling Stdev (30 Minute),10/12/2014 10:59,1.01,1.22,5.73,12.61,2.86,0.29,2.22,0
Rolling Stdev (30 Minute),10/12/2014 11:00,1.01,1.19,5.99,12.68,3.01,0.30,2.16,0
Rolling Stdev (30 Minute),10/12/2014 11:01,1.02,1.18,6.08,12.68,2.96,0.31,2.15,0
Rolling Stdev (30 Minute),10/12/2014 11:02,1.06,1.12,6.06,12.30,3.04,0.31,2.03,0
Rolling Stdev (30 Minute),10/12/2014 11:03,1.06,1.13,6.21,12.76,3.20,0.33,2.06,0
Rolling Stdev (30 Minute),10/12/2014 11:04,1.11,1.13,6.36,12.75,3.22,0.33,2.06,0
Rolling Stdev (30 Minute),10/12/2014 11:05,1.11,1.11,6.19,12.34,3.39,0.33,2.01,0
Rolling Stdev (30 Minute),10/12/2014 11:06,1.14,1.13,6.22,12.55,3.53,0.34,2.05,0
Rolling Stdev (30 Minute),10/12/2014 11:07,1.16,1.13,6.20,12.67,3.51,0.34,2.06,0
Rolling Stdev (30 Minute),10/12/2014 11:08,1.16,1.14,6.42,12.36,3.49,0.35,2.07,0
Rolling Stdev (30 Minute),10/12/2014 11:09,1.16,1.09,6.16,12.36,3.50,0.35,1.97,0
Rolling Stdev (30 Minute),10/12/2014 11:10,1.18,1.08,6.27,12.13,3.59,0.35,1.96,0
Rolling Stdev (30 Minute),10/12/2014 11:11,1.18,1.02,5.99,11.88,3.68,0.35,1.85,0
Rolling Stdev (30 Minute),10/12/2014 11:12,1.18,1.02,5.93,11.87,3.70,0.35,1.86,0
Rolling Stdev (30 Minute),10/12/2014 11:13,1.20,1.00,5.80,11.79,3.66,0.35,1.83,0
